"Date","Hour","Age","Sex","Number","Area","Amount","Result"
2015-01-19,10,64,2,2,3,125600,0
2015-01-19,10,44,2,4,1,12500,1
2015-01-19,10,71,2,2,1,9700,0
2015-01-19,10,71,2,2,1,9700,0
2015-01-19,10,37,2,1,1,62400,0
2015-01-19,10,37,2,1,1,62400,0
2015-01-19,10,39,2,2,1,29500,0
2015-01-19,10,37,1,1,1,57800,0
2015-01-19,10,35,2,1,1,25200,0
2015-01-19,10,55,1,1,1,49300,0
2015-01-19,10,55,1,1,1,49300,0
2015-01-19,10,23,2,1,1,9700,0
2015-01-19,10,26,2,1,2,72200,0
2015-01-19,10,26,2,1,2,72200,0
2015-01-19,10,22,2,1,3,30900,1
2015-01-19,10,24,1,1,1,56400,0
2015-01-19,10,34,1,2,1,67700,0
2015-01-19,10,35,1,3,1,53500,0
2015-01-19,10,21,2,1,1,54900,0
2015-01-19,10,21,2,1,1,54900,0
2015-01-19,11,65,1,2,1,69100,0
2015-01-19,11,79,1,1,3,81800,0
2015-01-19,11,66,2,3,3,40800,0
2015-01-19,11,31,1,1,3,66200,0
2015-01-19,11,37,2,2,2,5500,0
2015-01-19,11,36,2,1,1,9700,0
2015-01-19,11,36,2,1,1,9700,0
2015-01-19,11,39,2,2,1,29500,1
2015-01-19,11,35,1,1,1,8300,0
2015-01-19,11,35,1,1,1,8300,0
2015-01-19,11,28,2,2,1,2600,0
2015-01-19,11,28,2,2,1,2600,0
2015-01-19,11,21,1,1,1,8300,1
2015-01-19,11,22,2,1,1,5500,0
2015-01-19,11,22,2,1,1,5500,0
2015-01-19,11,32,1,1,1,59200,1
2015-01-19,11,30,1,2,2,8300,0
2015-01-19,11,30,1,2,2,8300,0
2015-01-19,13,41,1,2,1,38000,0
2015-01-19,13,41,1,2,1,38000,0
2015-01-19,13,44,1,5,1,35100,0
2015-01-19,13,44,1,5,1,35100,0
2015-01-19,13,63,1,3,1,21000,0
2015-01-19,13,46,1,1,1,36600,0
2015-01-19,13,46,1,1,1,36600,0
2015-01-19,13,68,1,5,1,71900,1
2015-01-19,13,45,1,1,1,29500,1
2015-01-19,13,35,2,1,1,71600,0
2015-01-19,13,35,2,3,1,38000,0
2015-01-19,13,31,2,1,1,25200,0
2015-01-19,13,31,2,1,1,25200,0
2015-01-19,13,32,2,1,1,23800,0
2015-01-19,13,32,2,1,1,23800,0
2015-01-19,13,34,1,1,1,28100,0
2015-01-19,13,48,1,1,1,26700,0
2015-01-19,13,48,1,1,1,26700,0
2015-01-19,13,22,1,1,1,18200,0
2015-01-19,13,20,2,1,3,9700,1
2015-01-19,13,31,1,1,3,35100,0
2015-01-19,13,66,1,2,1,36000,0
2015-01-19,13,23,2,1,1,9700,0
2015-01-19,13,28,1,2,1,43600,0
2015-01-19,13,29,2,1,2,28100,0
2015-01-19,13,29,2,1,2,28100,0
2015-01-19,13,24,1,1,1,32300,0
2015-01-19,13,24,1,1,1,32300,0
2015-01-19,13,20,1,1,1,36600,1
2015-01-19,13,20,1,1,1,36600,1
2015-01-19,13,25,1,1,1,32300,0
2015-01-19,13,28,2,1,2,40800,0
2015-01-19,13,28,2,1,2,40800,0
2015-01-19,13,28,2,1,2,40800,0
2015-01-19,13,58,2,1,1,53000,0
2015-01-19,13,41,1,2,1,90000,0
2015-01-19,13,56,2,4,1,28100,0
2015-01-19,13,48,1,2,1,136900,0
2015-01-19,14,66,2,3,1,23800,0
2015-01-19,14,66,1,2,1,28100,0
2015-01-19,14,66,1,2,1,28100,0
2015-01-19,14,78,1,1,1,38000,0
2015-01-19,14,52,2,4,3,22400,1
2015-01-19,14,65,2,2,1,33700,0
2015-01-19,14,44,1,3,1,46500,1
2015-01-19,14,64,1,1,1,38000,0
2015-01-19,14,43,1,5,1,40800,1
2015-01-19,14,58,1,1,2,18200,1
2015-01-19,14,44,2,1,2,21000,0
2015-01-19,14,45,1,1,1,29500,0
2015-01-19,14,37,2,2,2,5500,0
2015-01-19,14,33,1,1,1,36600,0
2015-01-19,14,33,1,1,1,36600,0
2015-01-19,14,41,2,2,1,56400,0
2015-01-19,14,38,2,1,1,22400,0
2015-01-19,14,34,1,1,1,28100,0
2015-01-19,14,47,1,1,1,45000,0
2015-01-19,14,32,2,1,1,30900,0
2015-01-19,14,35,2,1,1,25200,1
2015-01-19,14,26,2,1,1,28100,0
2015-01-19,14,26,2,1,1,28100,0
2015-01-19,14,26,2,1,1,28100,0
2015-01-19,14,53,2,2,1,26400,0
2015-01-19,14,53,2,2,1,26400,0
2015-01-19,14,22,1,1,1,23800,0
2015-01-19,14,58,1,2,1,95400,1
2015-01-19,14,67,1,3,1,29500,0
2015-01-19,14,23,1,3,1,36600,0
2015-01-19,14,38,1,1,1,32300,0
2015-01-19,14,38,1,1,1,32300,0
2015-01-19,14,20,2,3,1,23800,0
2015-01-19,14,21,2,3,1,38000,0
2015-01-19,14,21,2,1,3,22400,0
2015-01-19,14,48,2,4,1,23800,0
2015-01-19,14,47,2,1,1,33700,0
2015-01-19,14,47,2,1,1,33700,0
2015-01-19,14,53,2,1,1,32300,0
2015-01-19,14,31,1,3,1,23800,1
2015-01-19,14,43,2,1,1,35100,0
2015-01-19,14,22,1,1,1,25200,0
2015-01-19,14,56,2,4,1,28100,0
2015-01-19,14,56,2,3,2,26700,0
2015-01-19,14,49,1,2,3,30900,0
2015-01-19,14,31,2,1,1,25200,0
2015-01-19,14,31,2,1,1,25200,0
2015-01-19,15,83,2,1,3,30900,0
2015-01-19,16,67,2,4,1,28100,1
2015-01-19,16,38,1,2,1,26700,0
2015-01-20,9,68,2,2,1,45000,1
2015-01-20,9,65,1,2,1,13900,1
2015-01-20,9,78,1,1,1,38000,0
2015-01-20,9,65,2,2,1,33700,0
2015-01-20,9,63,1,3,1,21000,0
2015-01-20,9,64,1,1,1,38000,1
2015-01-20,9,65,1,3,1,56400,1
2015-01-20,9,36,1,2,1,16800,0
2015-01-20,9,83,2,1,3,30900,0
2015-01-20,9,69,1,3,1,67700,0
2015-01-20,9,38,2,1,1,22400,0
2015-01-20,9,43,1,2,1,79000,1
2015-01-20,9,34,1,1,1,60600,0
2015-01-20,9,67,1,3,1,29500,0
2015-01-20,9,26,1,1,1,18200,0
2015-01-20,9,52,2,5,1,13900,0
2015-01-20,9,21,2,3,1,38000,0
2015-01-20,9,21,2,1,3,22400,0
2015-01-20,9,69,1,2,1,11100,0
2015-01-20,9,52,1,3,1,23800,0
2015-01-20,9,59,2,5,1,26700,0
2015-01-20,9,53,2,1,1,32300,0
2015-01-20,9,73,2,1,1,12500,1
2015-01-20,9,41,2,1,1,18200,0
2015-01-20,9,49,1,2,3,30900,0
2015-01-20,9,39,2,4,1,11100,0
2015-01-20,9,23,1,1,1,52100,0
2015-01-20,9,41,1,3,1,13900,0
2015-01-20,10,66,2,3,1,23800,1
2015-01-20,10,41,2,2,1,54900,0
2015-01-20,10,59,2,2,3,28100,1
2015-01-20,10,55,1,2,1,122800,0
2015-01-20,10,44,2,4,1,12500,1
2015-01-20,10,43,2,4,1,36600,0
2015-01-20,10,32,2,1,1,30900,0
2015-01-20,10,37,2,3,1,36600,0
2015-01-20,10,66,1,2,1,36000,0
2015-01-20,10,53,2,1,1,12500,0
2015-01-20,10,22,2,1,3,30900,1
2015-01-20,10,43,2,1,1,35100,0
2015-01-20,10,35,1,3,1,53500,0
2015-01-20,10,40,1,3,1,35100,1
2015-01-20,11,65,1,2,1,69100,0
2015-01-20,11,65,2,2,1,23800,0
2015-01-20,11,31,1,1,3,66200,0
2015-01-20,11,36,2,1,1,35100,0
2015-01-20,11,38,1,2,1,45000,0
2015-01-20,11,37,2,2,1,28100,0
2015-01-20,11,39,1,4,1,72200,1
2015-01-20,11,21,1,1,1,8300,1
2015-01-20,11,28,1,1,1,16800,0
2015-01-20,11,32,1,1,1,59200,1
2015-01-20,11,44,2,1,1,42200,1
2015-01-20,11,21,1,3,1,1200,1
2015-01-20,11,22,2,1,1,36600,0
2015-01-20,11,44,2,1,2,11100,1
2015-01-20,13,43,1,3,1,29500,1
2015-01-20,13,42,1,3,1,45000,1
2015-01-20,13,45,2,1,1,120100,0
2015-01-20,13,68,1,5,1,71900,1
2015-01-20,13,45,1,1,1,29500,1
2015-01-20,13,76,2,1,1,298400,0
2015-01-20,13,48,1,2,1,297700,1
2015-01-20,13,35,2,1,1,71600,0
2015-01-20,13,41,2,1,1,60600,1
2015-01-20,13,37,1,1,1,57800,0
2015-01-20,13,76,1,1,1,122800,0
2015-01-20,13,58,1,2,1,46500,1
2015-01-20,13,32,2,1,1,23800,0
2015-01-20,13,48,1,1,1,26700,0
2015-01-20,13,54,2,4,1,28100,0
2015-01-20,13,22,1,1,1,18200,0
2015-01-20,13,52,1,1,1,245100,1
2015-01-20,13,26,1,1,1,111100,0
2015-01-20,13,36,1,4,1,77600,1
2015-01-20,13,28,1,2,1,43600,0
2015-01-20,13,54,1,1,1,160700,0
2015-01-20,13,29,2,1,2,28100,0
2015-01-20,13,20,1,1,1,36600,1
2015-01-20,13,28,2,1,2,40800,0
2015-01-20,13,58,2,1,1,53000,0
2015-01-20,13,41,1,2,1,90000,0
2015-01-20,13,56,2,4,1,28100,0
2015-01-20,13,42,2,4,3,110100,0
2015-01-20,13,56,2,3,2,26700,1
2015-01-20,13,59,1,1,1,84600,0
2015-01-20,13,38,1,2,1,63400,0
2015-01-20,13,48,1,2,1,136900,0
2015-01-20,13,32,1,3,1,172800,1
2015-01-20,14,44,1,3,1,46500,0
2015-01-20,14,33,1,1,1,36600,0
2015-01-20,14,34,1,1,1,28100,0
2015-01-20,14,47,1,1,1,45000,0
2015-01-20,14,26,2,1,1,28100,0
2015-01-20,14,58,1,2,1,95400,0
2015-01-20,14,58,1,2,1,95400,1
2015-01-20,14,38,1,1,1,32300,0
2015-01-20,14,47,2,1,1,33700,1
2015-01-20,14,31,2,1,1,25200,0
2015-01-20,15,58,1,2,1,57800,0
2015-01-20,15,49,1,3,1,86000,1
2015-01-20,15,42,1,1,1,74700,1
2015-01-20,15,43,1,1,1,52100,1
2015-01-20,15,46,1,3,1,54800,0
2015-01-20,15,48,2,1,1,56400,1
2015-01-20,15,41,1,3,1,52800,1
2015-01-20,15,24,2,1,1,57800,0
2015-01-20,15,22,1,1,1,54800,1
2015-01-20,15,31,1,2,3,52100,1
2015-01-20,15,30,1,4,1,67200,1
2015-01-20,15,44,1,4,3,54900,0
2015-01-20,15,25,1,3,1,76100,1
2015-01-20,15,49,1,4,3,86000,1
2015-01-20,15,39,1,1,3,53500,1
2015-01-20,15,40,1,1,3,93100,0
2015-01-20,15,20,1,3,1,75300,0
2015-01-20,15,45,2,2,1,49300,0
2015-01-20,16,46,1,4,1,69100,1
2015-01-20,16,63,1,3,1,59200,0
2015-01-20,16,42,2,4,1,59200,1
2015-01-20,16,67,2,4,1,28100,1
2015-01-20,16,33,1,1,1,59200,0
2015-01-20,16,20,2,1,1,57900,1
2015-01-20,16,22,2,1,1,61300,0
2015-01-20,16,24,2,3,1,67000,1
2015-01-20,16,71,1,3,1,56400,0
2015-01-20,16,38,1,2,1,26700,0
2015-01-20,16,59,1,2,1,71900,0
2015-01-20,16,67,1,2,1,63400,0
2015-01-21,9,68,2,2,1,45000,0
2015-01-21,9,65,1,2,1,13900,0
2015-01-21,9,78,1,1,1,38000,0
2015-01-21,9,65,2,2,1,33700,0
2015-01-21,9,63,1,3,1,21000,0
2015-01-21,9,58,1,2,1,57800,1
2015-01-21,9,64,1,1,1,38000,1
2015-01-21,9,62,2,2,3,22400,1
2015-01-21,9,63,1,3,1,59200,0
2015-01-21,9,42,2,4,1,59200,0
2015-01-21,9,45,2,1,1,120100,0
2015-01-21,9,76,2,1,1,298400,0
2015-01-21,9,36,1,2,1,16800,0
2015-01-21,9,83,2,1,3,30900,0
2015-01-21,9,35,2,3,1,38000,0
2015-01-21,9,69,1,3,1,67700,1
2015-01-21,9,38,2,1,1,22400,0
2015-01-21,9,34,1,1,1,60600,0
2015-01-21,9,24,2,1,1,57800,0
2015-01-21,9,22,2,1,1,61300,0
2015-01-21,9,26,2,2,1,4000,1
2015-01-21,9,67,1,3,1,29500,1
2015-01-21,9,26,1,1,1,18200,0
2015-01-21,9,26,1,1,1,111100,1
2015-01-21,9,54,1,2,1,439500,0
2015-01-21,9,65,2,4,1,2600,1
2015-01-21,9,52,2,5,1,13900,0
2015-01-21,9,21,2,3,1,38000,0
2015-01-21,9,21,2,1,3,22400,0
2015-01-21,9,54,1,1,1,160700,1
2015-01-21,9,69,1,2,1,11100,1
2015-01-21,9,52,1,3,1,23800,0
2015-01-21,9,59,2,5,1,26700,0
2015-01-21,9,71,1,3,1,56400,1
2015-01-21,9,53,2,1,1,32300,0
2015-01-21,9,73,2,1,1,12500,1
2015-01-21,9,41,2,1,1,18200,0
2015-01-21,9,42,2,4,3,110100,0
2015-01-21,9,49,1,2,3,30900,0
2015-01-21,9,39,2,4,1,11100,0
2015-01-21,9,67,1,2,1,63400,1
2015-01-21,9,23,1,1,1,52100,0
2015-01-21,9,40,1,3,1,35100,0
2015-01-21,9,41,1,3,1,13900,0
2015-01-21,10,66,2,3,1,23800,0
2015-01-21,10,41,2,2,1,54900,0
2015-01-21,10,62,2,2,1,5500,0
2015-01-21,10,67,2,1,1,6900,0
2015-01-21,10,55,1,2,1,122800,0
2015-01-21,10,46,1,3,1,54800,0
2015-01-21,10,53,1,4,1,46500,0
2015-01-21,10,43,2,4,1,36600,0
2015-01-21,10,41,1,3,1,52800,1
2015-01-21,10,39,1,1,1,49300,1
2015-01-21,10,32,2,1,1,30900,0
2015-01-21,10,29,2,1,1,16800,0
2015-01-21,10,20,2,1,2,15400,0
2015-01-21,10,35,2,1,3,2600,0
2015-01-21,10,66,1,2,1,36000,1
2015-01-21,10,20,2,1,1,46500,0
2015-01-21,10,53,2,1,1,12500,0
2015-01-21,10,54,2,5,1,4000,0
2015-01-21,10,44,1,4,3,54900,0
2015-01-21,10,63,2,4,1,6900,0
2015-01-21,10,43,2,1,1,35100,0
2015-01-21,10,46,2,2,1,42200,0
2015-01-21,10,42,1,3,1,12500,0
2015-01-21,10,59,1,2,1,71900,0
2015-01-21,10,39,1,2,2,29500,0
2015-01-21,10,40,1,1,3,93100,0
2015-01-21,10,35,1,3,1,53500,0
2015-01-21,10,20,1,3,1,75300,0
2015-01-21,10,40,1,3,1,35100,1
2015-01-21,10,45,2,2,1,49300,0
2015-01-21,11,59,2,3,1,19600,0
2015-01-21,11,65,1,2,1,69100,0
2015-01-21,11,65,1,2,1,69100,0
2015-01-21,11,79,1,1,3,81800,0
2015-01-21,11,66,2,3,3,40800,0
2015-01-21,11,65,2,2,1,23800,0
2015-01-21,11,31,1,1,3,66200,0
2015-01-21,11,31,1,1,3,66200,0
2015-01-21,11,39,2,2,1,29500,1
2015-01-21,11,36,2,1,1,35100,0
2015-01-21,11,38,1,2,1,45000,0
2015-01-21,11,37,2,2,1,28100,0
2015-01-21,11,39,1,4,1,72200,1
2015-01-21,11,22,2,1,1,16800,0
2015-01-21,11,28,1,1,1,16800,0
2015-01-21,11,32,1,1,1,59200,1
2015-01-21,11,32,1,1,1,59200,1
2015-01-21,11,22,2,1,1,36600,0
2015-01-21,11,25,1,1,1,32300,0
2015-01-21,11,45,2,1,2,1200,1
2015-01-21,11,44,2,1,2,11100,1
2015-01-21,11,44,2,2,1,6900,0
2015-01-21,13,55,2,1,3,40800,0
2015-01-21,13,43,1,3,1,29500,1
2015-01-21,13,42,1,3,1,45000,1
2015-01-21,13,45,1,1,1,29500,1
2015-01-21,13,45,1,1,1,29500,1
2015-01-21,13,31,1,1,1,47900,0
2015-01-21,13,35,2,1,1,71600,0
2015-01-21,13,35,2,1,1,71600,0
2015-01-21,13,37,1,1,1,57800,0
2015-01-21,13,32,2,1,1,23800,0
2015-01-21,13,32,2,1,1,23800,0
2015-01-21,13,48,1,1,1,26700,0
2015-01-21,13,48,1,1,1,26700,0
2015-01-21,13,54,2,4,1,28100,0
2015-01-21,13,22,1,1,1,18200,0
2015-01-21,13,22,1,1,1,18200,0
2015-01-21,13,20,2,1,3,9700,1
2015-01-21,13,23,1,3,1,36600,0
2015-01-21,13,23,2,1,1,9700,0
2015-01-21,13,28,1,2,1,43600,0
2015-01-21,13,28,1,2,1,43600,0
2015-01-21,13,29,2,1,2,28100,0
2015-01-21,13,29,2,1,2,28100,0
2015-01-21,13,28,2,1,2,40800,0
2015-01-21,13,58,2,1,1,53000,0
2015-01-21,13,58,2,1,1,53000,0
2015-01-21,13,41,1,2,1,90000,0
2015-01-21,13,41,1,2,1,90000,0
2015-01-21,13,56,2,4,1,28100,0
2015-01-21,13,56,2,4,1,28100,0
2015-01-21,13,48,1,2,1,136900,0
2015-01-21,13,48,1,2,1,136900,0
2015-01-21,14,44,1,3,1,46500,0
2015-01-21,14,44,1,3,1,46500,0
2015-01-21,14,58,1,1,2,18200,0
2015-01-21,14,44,2,1,2,21000,0
2015-01-21,14,37,2,2,2,5500,0
2015-01-21,14,65,2,2,1,11100,0
2015-01-21,14,38,1,1,1,90300,0
2015-01-21,14,38,1,1,1,90300,0
2015-01-21,14,33,1,1,1,36600,0
2015-01-21,14,33,1,1,1,36600,0
2015-01-21,14,41,2,2,1,56400,0
2015-01-21,14,34,1,1,1,28100,0
2015-01-21,14,34,1,1,1,28100,0
2015-01-21,14,47,1,1,1,45000,0
2015-01-21,14,47,1,1,1,45000,0
2015-01-21,14,35,2,1,1,25200,1
2015-01-21,14,26,2,1,1,28100,0
2015-01-21,14,26,2,1,1,28100,0
2015-01-21,14,38,1,1,1,32300,0
2015-01-21,14,47,2,1,1,33700,0
2015-01-21,14,47,2,1,1,33700,0
2015-01-21,14,31,2,1,1,25200,0
2015-01-21,14,31,2,1,1,25200,0
2015-01-21,15,38,1,2,1,26700,0
2015-01-21,15,59,1,1,1,84600,0
2015-01-22,9,68,2,2,1,45000,0
2015-01-22,9,68,2,2,1,45000,0
2015-01-22,9,65,1,2,1,13900,0
2015-01-22,9,65,1,2,1,13900,0
2015-01-22,9,78,1,1,1,38000,0
2015-01-22,9,78,1,1,1,38000,0
2015-01-22,9,65,2,2,1,33700,0
2015-01-22,9,65,2,2,1,33700,0
2015-01-22,9,63,1,3,1,21000,0
2015-01-22,9,63,1,3,1,21000,0
2015-01-22,9,58,1,2,1,57800,1
2015-01-22,9,43,1,3,1,29500,1
2015-01-22,9,64,1,1,1,38000,1
2015-01-22,9,64,1,1,1,38000,1
2015-01-22,9,62,2,2,3,22400,1
2015-01-22,9,67,2,1,1,6900,1
2015-01-22,9,63,1,3,1,59200,0
2015-01-22,9,71,2,1,3,8300,1
2015-01-22,9,42,2,4,1,59200,0
2015-01-22,9,45,2,1,1,120100,0
2015-01-22,9,76,2,1,1,298400,1
2015-01-22,9,36,1,2,1,16800,0
2015-01-22,9,36,1,2,1,16800,0
2015-01-22,9,83,2,1,3,30900,0
2015-01-22,9,83,2,1,3,30900,0
2015-01-22,9,35,2,3,1,38000,0
2015-01-22,9,35,2,3,1,38000,0
2015-01-22,9,69,1,3,1,67700,0
2015-01-22,9,69,1,3,1,67700,0
2015-01-22,9,38,2,1,1,22400,0
2015-01-22,9,38,2,1,1,22400,0
2015-01-22,9,34,1,1,1,60600,0
2015-01-22,9,34,1,1,1,60600,0
2015-01-22,9,24,2,1,1,57800,0
2015-01-22,9,22,2,1,1,61300,0
2015-01-22,9,26,2,2,1,4000,1
2015-01-22,9,67,1,3,1,29500,0
2015-01-22,9,67,1,3,1,29500,0
2015-01-22,9,26,1,1,1,18200,0
2015-01-22,9,26,1,1,1,18200,0
2015-01-22,9,26,1,1,1,111100,1
2015-01-22,9,54,1,2,1,439500,0
2015-01-22,9,65,2,4,1,2600,0
2015-01-22,9,65,2,4,1,2600,0
2015-01-22,9,52,2,5,1,13900,0
2015-01-22,9,52,2,5,1,13900,0
2015-01-22,9,21,2,3,1,38000,0
2015-01-22,9,21,2,3,1,38000,0
2015-01-22,9,21,2,1,3,22400,0
2015-01-22,9,21,2,1,3,22400,0
2015-01-22,9,54,1,1,1,160700,1
2015-01-22,9,69,1,2,1,11100,0
2015-01-22,9,69,1,2,1,11100,0
2015-01-22,9,71,1,3,1,56400,0
2015-01-22,9,22,1,1,1,25200,1
2015-01-22,9,42,1,3,1,12500,0
2015-01-22,9,41,2,1,1,18200,0
2015-01-22,9,41,2,1,1,18200,0
2015-01-22,9,42,2,4,3,110100,0
2015-01-22,9,49,1,2,3,30900,0
2015-01-22,9,49,1,2,3,30900,0
2015-01-22,9,39,1,2,2,29500,0
2015-01-22,9,23,2,3,1,11100,0
2015-01-22,9,67,1,2,1,63400,0
2015-01-22,9,23,1,1,1,52100,0
2015-01-22,9,23,1,1,1,52100,0
2015-01-22,9,40,1,3,1,35100,0
2015-01-22,10,66,2,3,1,23800,0
2015-01-22,10,66,2,3,1,23800,0
2015-01-22,10,41,2,2,1,54900,0
2015-01-22,10,41,2,2,1,54900,0
2015-01-22,10,62,2,2,1,5500,0
2015-01-22,10,67,2,1,1,6900,1
2015-01-22,10,55,1,2,1,122800,0
2015-01-22,10,55,1,2,1,122800,0
2015-01-22,10,46,1,3,1,54800,0
2015-01-22,10,53,1,4,1,46500,0
2015-01-22,10,43,2,4,1,36600,0
2015-01-22,10,43,2,4,1,36600,0
2015-01-22,10,41,1,3,1,52800,1
2015-01-22,10,41,2,2,1,56400,0
2015-01-22,10,41,2,2,1,56400,0
2015-01-22,10,30,2,1,1,11100,1
2015-01-22,10,39,1,1,1,49300,1
2015-01-22,10,32,2,1,1,30900,0
2015-01-22,10,32,2,1,1,30900,0
2015-01-22,10,37,2,3,1,36600,0
2015-01-22,10,22,2,1,1,16800,0
2015-01-22,10,29,2,1,1,16800,0
2015-01-22,10,29,2,1,1,16800,0
2015-01-22,10,20,2,1,2,15400,0
2015-01-22,10,20,2,1,2,15400,0
2015-01-22,10,35,2,1,3,2600,0
2015-01-22,10,21,1,1,2,1200,1
2015-01-22,10,20,2,1,1,46500,0
2015-01-22,10,23,2,1,1,9700,0
2015-01-22,10,23,2,1,1,9700,0
2015-01-22,10,53,2,1,1,12500,0
2015-01-22,10,53,2,1,1,12500,0
2015-01-22,10,48,2,2,1,63400,0
2015-01-22,10,54,2,5,1,4000,0
2015-01-22,10,54,2,5,1,4000,0
2015-01-22,10,44,1,4,3,54900,0
2015-01-22,10,63,2,4,1,6900,0
2015-01-22,10,63,2,4,1,6900,0
2015-01-22,10,43,2,1,1,35100,0
2015-01-22,10,43,2,1,1,35100,0
2015-01-22,10,46,2,2,1,42200,0
2015-01-22,10,42,1,3,1,12500,0
2015-01-22,10,59,1,2,1,71900,0
2015-01-22,10,39,1,2,2,29500,0
2015-01-22,10,40,1,1,3,93100,0
2015-01-22,10,35,1,3,1,53500,0
2015-01-22,10,35,1,3,1,53500,0
2015-01-22,10,20,1,3,1,75300,0
2015-01-22,10,45,2,2,1,49300,0
2015-01-22,10,44,2,2,1,6900,0
2015-01-22,11,59,2,3,1,19600,0
2015-01-22,11,62,2,2,1,5500,0
2015-01-22,11,64,1,4,1,12500,0
2015-01-22,11,35,1,1,3,64800,0
2015-01-22,11,22,2,1,1,16800,0
2015-01-22,11,36,1,2,2,38000,1
2015-01-22,11,44,2,1,1,42200,1
2015-01-22,11,21,1,3,1,1200,1
2015-01-22,11,25,1,1,1,32300,0
2015-01-22,11,25,1,1,1,32300,0
2015-01-22,11,41,1,2,1,93100,1
2015-01-22,11,45,2,1,2,1200,1
2015-01-22,11,44,2,1,2,11100,1
2015-01-22,11,44,2,1,2,11100,1
2015-01-22,11,44,2,2,1,6900,0
2015-01-22,13,55,2,1,3,40800,0
2015-01-22,13,42,1,3,1,45000,1
2015-01-22,13,42,1,3,1,45000,1
2015-01-22,13,58,1,1,2,18200,0
2015-01-22,13,58,1,1,2,18200,0
2015-01-22,13,44,2,1,2,21000,0
2015-01-22,13,44,2,1,2,21000,0
2015-01-22,13,31,1,1,1,47900,0
2015-01-22,13,37,2,2,2,5500,0
2015-01-22,13,37,2,2,2,5500,0
2015-01-22,13,41,2,1,1,60600,1
2015-01-22,13,37,1,1,1,57800,0
2015-01-22,13,37,1,1,1,57800,0
2015-01-22,13,21,2,1,1,6900,0
2015-01-22,13,23,1,3,1,36600,0
2015-01-22,13,23,1,3,1,36600,0
2015-01-22,13,53,2,1,1,32300,0
2015-01-22,13,53,2,1,1,32300,0
2015-01-22,13,56,2,3,2,26700,1
2015-01-22,13,34,1,1,2,67700,0
2015-01-22,14,32,2,3,1,8300,1
2015-01-22,14,65,2,2,1,11100,0
2015-01-22,14,65,2,2,1,11100,0
2015-01-22,14,38,1,1,1,90300,0
2015-01-22,14,38,1,1,1,90300,0
2015-01-22,14,22,2,1,3,30900,0
2015-01-22,14,52,1,3,1,23800,0
2015-01-22,14,52,1,3,1,23800,0
2015-01-22,14,59,2,5,1,26700,0
2015-01-22,14,59,2,5,1,26700,0
2015-01-22,14,36,1,2,2,165200,0
2015-01-22,14,46,2,2,1,42200,0
2015-01-22,15,65,2,2,1,23800,0
2015-01-22,15,65,2,2,1,23800,0
2015-01-22,15,38,1,2,1,45000,0
2015-01-22,15,38,1,2,1,45000,0
2015-01-22,15,37,2,2,1,28100,0
2015-01-22,15,37,2,2,1,28100,0
2015-01-22,15,66,1,2,1,36000,0
2015-01-22,15,66,1,2,1,36000,0
2015-01-22,15,22,2,1,1,36600,0
2015-01-22,15,22,2,1,1,36600,0
2015-01-22,15,38,2,3,1,15400,1
2015-01-22,15,38,1,2,1,26700,0
2015-01-22,15,38,1,2,1,26700,0
2015-01-22,15,59,1,1,1,84600,0
2015-01-22,15,59,1,1,1,84600,0
2015-01-22,15,38,1,2,1,63400,1
2015-01-22,16,54,2,4,1,28100,1
2015-01-22,16,54,2,4,1,28100,1
2015-01-22,16,34,2,1,1,51400,0
2015-01-22,16,24,1,2,2,61000,0
2015-01-22,16,35,1,3,3,54900,0
2015-01-22,16,44,1,2,1,61600,0
2015-01-22,16,66,1,1,1,53500,0
2015-01-23,9,63,1,3,1,21000,0
2015-01-23,9,58,1,2,1,57800,1
2015-01-23,9,58,1,2,1,57800,1
2015-01-23,9,79,1,3,1,15400,1
2015-01-23,9,63,1,3,1,59200,0
2015-01-23,9,63,1,3,1,59200,0
2015-01-23,9,42,2,4,1,59200,0
2015-01-23,9,42,2,4,1,59200,0
2015-01-23,9,45,2,1,1,120100,0
2015-01-23,9,45,2,1,1,120100,0
2015-01-23,9,76,2,1,1,298400,0
2015-01-23,9,76,2,1,1,298400,0
2015-01-23,9,35,2,3,1,38000,0
2015-01-23,9,24,2,1,1,57800,0
2015-01-23,9,24,2,1,1,57800,0
2015-01-23,9,22,2,1,1,61300,0
2015-01-23,9,22,2,1,1,61300,0
2015-01-23,9,26,1,1,1,111100,1
2015-01-23,9,26,1,1,1,111100,1
2015-01-23,9,54,1,1,1,160700,1
2015-01-23,9,54,1,1,1,160700,1
2015-01-23,9,71,1,3,1,56400,0
2015-01-23,9,71,1,3,1,56400,0
2015-01-23,9,22,1,1,1,25200,1
2015-01-23,9,42,2,4,3,110100,0
2015-01-23,9,42,2,4,3,110100,0
2015-01-23,9,23,2,3,1,11100,0
2015-01-23,9,67,1,2,1,63400,0
2015-01-23,9,67,1,2,1,63400,0
2015-01-23,9,23,1,1,1,52100,0
2015-01-23,10,46,1,3,1,54800,0
2015-01-23,10,46,1,3,1,54800,0
2015-01-23,10,43,2,4,1,36600,0
2015-01-23,10,41,1,3,1,52800,1
2015-01-23,10,41,1,3,1,52800,1
2015-01-23,10,41,2,2,1,56400,0
2015-01-23,10,29,2,1,1,16800,0
2015-01-23,10,20,2,1,2,15400,0
2015-01-23,10,23,2,1,1,9700,0
2015-01-23,10,48,2,2,1,63400,0
